Name; Blog; Error; Improved; new URL; accessable
AlertGrid API;http://blog.alert-grid.com;java.net.ConnectException;false;;false
AlertNet;null;No link;false;;false
AlertRocket API;null;No link;false;;false
Alerter for Pingdom;null;No link;false;;false
Alertra API;http://www.alertra.com/blog/;-;true;http://alertra.com;true
Alexa Site Thumbnail API;null;No link;false;;false
Alexa Top Sites API;null;No link;false;;false
Alexa Web Information Service API;http://aws.typepad.com/;-;true;http://typepad.com;true
Alexa Web Search API;null;No link;false;;false
Alexa graphs on Cell Phone;null;No link;false;;false
Alfresco API;null;No link;false;;false
Algolia API;http://blog.algolia.com/;-;true;http://algolia.com;true
Algorithms.io API;http://www.algorithms.io/blog/;-;true;http://algorithms.io;true
Alianza API;null;No link;false;;false
Alibris API;null;No link;false;;false
All Around China - Live China 360 Search;null;No link;false;;false
All Information Network;null;No link;false;;false
All My Courts;null;No link;false;;false
All The Rage Faces API;null;No link;false;;false
All for Good API;http://blog.allforgood.org/;-;true;http://allforgood.org;true
All of Ibiza from one Google Map;null;No link;false;;false
All of world national anthems mashup service;null;No link;false;;false
All the Bests;null;No link;false;;false
All-in-one Dashboard Widget for Salesforce.com;null;No link;false;;false
AllAboutTheArea.com;null;No link;false;;false
AllAreaCodes API;null;No link;false;;false
AllAutoSites;null;No link;false;;false
AllCDCovers API;http://www.allcdcovers.com/forum/forumdisplay.php?f=2;-;false;;false
AllClients API;http://www.allclients.com/blog/;-;true;http://allclients.com;true
AllJobs.biz;null;No link;false;;false
AllMusic by Rovi;null;No link;false;;false
AllOrNone.org Pearl Jam;null;No link;false;;false
AllRovi;null;No link;false;;false
AllSubs API;null;No link;false;;false
AllTrust API;null;No link;false;;false
Allegro API;null;No link;false;;false
Allen Brain Atlas API;null;No link;false;;false
Allied Wallet API;null;No link;false;;false
AllinOneMart;null;No link;false;;false
Allmenus API;null;No link;false;;false
Allmyles API;null;No link;false;;false
Allo Sortir;null;No link;false;;false
Allociné Movie API;null;No link;false;;false
AllofCraigs;null;No link;false;;false
Allogarage;null;No link;false;;false
Allogarage API;null;No link;false;;false
Allyve API;null;No link;false;;false
Almago;null;No link;false;;false
Aloha Campers;null;No link;false;;false
Aloqa API;null;No link;false;;false
Alpari API;null;No link;false;;false
Alpha Micro Systems API;http://www.alphamicrosystems.net/company-blog.aspx;java.net.UnknownHostException;true;http://net;false
AlphaLearnr;null;No link;false;;false
AlphaMail API;http://amail.io/blog/;java.net.UnknownHostException;true;http://amail.io;false
AlphaPoint API;http://blog.alphapoint.com/;-;true;http://alphapoint.com;true
Alpharetta Home;null;No link;false;;false
Alpharooms Affiliate API;null;No link;false;;false
Alpinaut;null;No link;false;;false
Alpinaut API;null;No link;false;;false
AlsaMarketing API;http://www.alsamarketing.com/blog/;-;true;http://alsamarketing.com;true
Alt What Now;null;No link;false;;false
Altairis PaleHorse API;null;No link;false;;false
AlterGeo API;http://blog.altergeo.ru/;-;false;;false
Alterian Dynamic Messenger API;null;No link;false;;false
Alternate URL Ads;null;No link;false;;false
AlternativeTo API;http://blog.alternativeto.net/;-;true;http://alternativeto.net;true
AlternativeTo Android;null;No link;false;;false
Altertunes;null;No link;false;;false
Alteryx API;http://www.alteryx.com/community/blogs/engine-works;java.net.UnknownHostException;true;http://alteryx.com;false
Altio Diagram;null;No link;false;;false
Altitude.nu;null;No link;false;;false
Altmetric API;null;No link;false;;false
Amabuddy;null;No link;false;;false
Amadeus API;null;No link;false;;false
Amadeus Cruise API;null;No link;false;;false
Amanav;null;No link;false;;false
Amanda Open Source Backup;null;No link;false;;false
Amazames;null;No link;false;;false
Amazanian;null;No link;false;;false
Amazigg;null;No link;false;;false
Amazite Citation Generator;null;No link;false;;false
Amazon A9 OpenSearch API;null;No link;false;;false
Amazon Auto Scaling API;null;No link;false;;false
Amazon CLI;null;No link;false;;false
Amazon CloudFront CDN API;null;No link;false;;false
Amazon CloudWatch API;http://aws.typepad.com/;-;true;http://typepad.com;true
Amazon DevPay License Service API;null;No link;false;;false
Amazon Discount;null;No link;false;;false
Amazon DynamoDB API;null;No link;false;;false
Amazon EC2 API;null;No link;false;;false
Amazon Ebay Search and Comparison;null;No link;false;;false
Amazon ElastiCache API;null;No link;false;;false
Amazon Elastic MapReduce API;http://aws.typepad.com/;-;true;http://typepad.com;true
Amazon Elastic Transcoder API;http://aws.typepad.com/aws/;-;true;http://typepad.com;true
Amazon Flexible Payments Service API;null;No link;false;;false
Amazon Fulfillment Web Service API;null;No link;false;;false
Amazon Gift Cards API;null;No link;false;;false
Amazon Glacier API;null;No link;false;;false
Amazon Historical Pricing API;null;No link;false;;false
Amazon Light;null;No link;false;;false
Amazon Mall using Product Advertising API;null;No link;false;;false
Amazon Marketplace Web Service API;null;No link;false;;false
Amazon Mechanical Turk API;null;No link;false;;false
Amazon Mobile App API;null;No link;false;;false
Amazon Prime Search;null;No link;false;;false
Amazon Product Advertising API;http://amazonassociates.typepad.com/;-;true;http://typepad.com;true
Amazon Queue Service API;null;No link;false;;false
Amazon Quick and Dirty Browse;null;No link;false;;false
Amazon RDS Relational Database Service API;null;No link;false;;false
Amazon Redshift API;null;No link;false;;false
Amazon Route 53 API;http://twitter.com/#!/awscloud;java.net.UnknownHostException;true;http://twitter.com;false
Amazon S3 API;null;No link;false;;false
Amazon SES API;null;No link;false;;false
Amazon SNS API;http://aws.typepad.com/;-;true;http://typepad.com;true
Amazon SNS and Nexmo SMS;null;No link;false;;false
Amazon SWF API;null;No link;false;;false
Amazon Search Widget;null;No link;false;;false
Amazon Shopping Mashup;null;No link;false;;false
Amazon SimpleDB API;null;No link;false;;false
Amazon UK Basket Filler;null;No link;false;;false
Amazon Wishlist Gadget;null;No link;false;;false
Amazon and SeeqPod Music Recommendations;null;No link;false;;false
Amazon and eBay Comparison Shopping;null;No link;false;;false
Amazon for iGoogle;null;No link;false;;false
Amazon widgets;null;No link;false;;false
Amazon.com Shopping Together;null;No link;false;;false
AmazonBox;null;No link;false;;false
AmazonHive;null;No link;false;;false
Amazonca API;null;No link;false;;false
Amazoning;null;No link;false;;false
Amazons Eyes;null;No link;false;;false
Ambassador API;http://blog.getambassador.com;javax.net.ssl.SSLHandshakeException;false;;false
AmberCart API;http://blog.ambercart.com/;-;false;;false
Amenimaps API;null;No link;false;;false
AmeriCommerce API;http://myamericommerce.com/blogs/;java.net.UnknownHostException;true;http://myamericommerce.com;false
AmeriTrade API;null;No link;false;;false
America 24/7;null;No link;false;;false
America's Cup Data API;null;No link;false;;false
American Bible Society BibleSearch API;null;No link;false;;false
American Bible Society Journeys Registration API;http://blog.journeys.americanbible.org/;-;true;http://journeys.americanbible.org;true
American Express Payment SDK API;null;No link;false;;false
American Idol Top 11 contestants;null;No link;false;;false
American Tours API;null;No link;false;;false
Ami-Link Hide API;null;No link;false;;false
Amiando API;http://wirsind.amiando.com/;-;true;http://amiando.com;true
Ammado API;null;No link;false;;false
Amnesty International API;null;No link;false;;false
Amobee API;http://www.amobee.com/blog/index.shtml;java.net.UnknownHostException;true;http://www.amobee.com;false
AmphetaRate API;null;No link;false;;false
Amplified Documents;null;No link;false;;false
Amplifier API;null;No link;false;;false
Amplify API;http://www.openamplify.com/blog;java.net.UnknownHostException;true;http://openamplify.com;false
Amplitude API;null;No link;false;;false
Amsterdam Museum API;null;No link;false;;false
Amtrak Map;null;No link;false;;false
Amtrak Train Routes;null;No link;false;;false
AmzWish;null;No link;false;;false
Analytical Path API;null;No link;false;;false
Analytics Edge Connector for Constant Contact;null;No link;false;;false
Analytics Edge Connector for Google AdWords;null;No link;false;;false
Analytics Edge Connector for Google Analytics;null;No link;false;;false
Analytics Edge Connector for Google Webmaster Tools;null;No link;false;;false
Analytics Edge Connector for MailChimp;null;No link;false;;false
Analytics Edge Connector for Moz;null;No link;false;;false
Analytics Edge Connector for Shopify;null;No link;false;;false
Analytics Portfolio;null;No link;false;;false
Analytics SEO API;null;No link;false;;false
Analyzing Air Traffic on Google Maps;null;No link;false;;false
Anaphonr;null;No link;false;;false
Anatoa API;http://www.anatoa.com/contents/news.php;-;true;http://www.anatoa.com;true
Anchor SMS Customer Management API;http://anchormobile.wordpress.com/;-;true;http://wordpress.com;true
Ancient World Mapping Center API;null;No link;false;;false
Andertoons API;http://www.andertoons.com/cartoon-blog/;-;false;;false
Andrew Speaker Trip Across Atlantic;null;No link;false;;false
Android Store Locator;null;No link;false;;false
Android: Netrunner Card Database API;null;No link;false;;false
Anedot API;null;No link;false;;false
Angel Eyes API;http://blog.angeleyes.it/;java.net.ConnectException;true;http://angeleyes.it;false
Angel OutBound API;null;No link;false;;false
AngelList API;http://blog.angel.co/;-;false;;false
AnglingAtlas;null;No link;false;;false
AngularJS API;http://blog.angularjs.org/;-;false;;false
AniDB API;null;No link;false;;false
Animal Photos;null;No link;false;;false
Animated GIF Creator;null;No link;false;;false
Animated-Flickr-Gif;null;No link;false;;false
Anime News Network Encylopedia API;null;No link;false;;false
Animetrics FIMS Cloud API;null;No link;false;;false
Animetrics Face Recognition API;http://animetrics.com/category/blog/;-;true;http://animetrics.com;true
Animoto API;http://blog.animoto.com/;-;true;http://animoto.com;true
Ankoder API;http://ankoder.com/blog;java.net.UnknownHostException;true;http://ankoder.com;false
Anniversarator API;null;No link;false;;false
AnnotQTL API;null;No link;false;;false
Annotate.IO API;null;No link;false;;false
AnnotatedEarth Location API;null;No link;false;;false
Annual Production Figures of United States Currency API;http://www.data.gov/blogs;-;false;;false
Another Tweet On The Wall;null;No link;false;;false
AnswerHub API;null;No link;false;;false
Answerbag API;http://www.answerbag.com/blog/;-;true;http://answerbag.com;true
AntWeb API;http://www.antweb.org/antblog/;-;true;http://antweb.org;true
Antenna;null;No link;false;;false
AntennaSearch.com;null;No link;false;;false
Anthems on Google Maps;null;No link;false;;false
Antigate API;null;No link;false;;false
AnunciaTuPiso Spain Real Estate;null;No link;false;;false
Anuncios Total;null;No link;false;;false
Anveo Phone API;null;No link;false;;false
Any Ipsum API;null;No link;false;;false
AnyClip API;null;No link;false;;false
AnyHub API;null;No link;false;;false
AnyPresence API;http://www.anypresence.com/blog/;java.net.UnknownHostException;true;http://anypresence.com;false
Anyfi.net API;null;No link;false;;false
Anyvite;null;No link;false;;false
Aonaware CountCheatService API;null;No link;false;;false
Aonaware Dictionary API;null;No link;false;;false
Apartable;null;No link;false;;false
Apartment Ratings;null;No link;false;;false
Apartments for Rent - RentCompass;null;No link;false;;false
Apartments on Yahoo Maps;null;No link;false;;false
ApartmentsApart API;null;No link;false;;false
Apertium API;null;No link;false;;false
ApiTickr;null;No link;false;;false
Apicultur Word Lemmatizer API;http://www.apicultur.com;-;false;;false
Apideo API;null;No link;false;;false
Apigee OAuth API;http://blog.apigee.com/;-;true;http://apigee.com;true
ApnaCircle API;null;No link;false;;false
App Annie API;http://blog.appannie.com/;-;false;;false
App Review Tube;null;No link;false;;false
App Store Instant;null;No link;false;;false
App building options;null;No link;false;;false
App.io API;http://blog.app.io/;java.net.UnknownHostException;true;http://app.io;false
App.net API;null;No link;false;;false
App/nima API;null;No link;false;;false
App55 API;null;No link;false;;false
AppAddict API;null;No link;false;;false
AppAnnie API;http://blog.appannie.com/;-;false;;false
AppAware API;http://blog.appaware.com/;java.net.UnknownHostException;true;http://appaware.com;false
AppDirect API;http://info.appdirect.com/blog/developers;-;true;http://appdirect.com;true
AppFirst API;http://blog.appfirst.com/;-;true;http://appfirst.com;true
AppFog API;http://blog.appfog.com/;-;false;;false
AppGlu API;http://appglu.com/blog/;java.net.UnknownHostException;true;http://appglu.com;false
AppHarbor API;null;No link;false;;false
AppLamp Wifi LED API;null;No link;false;;false
AppLift API;null;No link;false;;false
AppNet API Console;null;No link;false;;false
